state,county,candidate,Party,votes
Georgia,Johnson County,Wayne Johnson,R,40
Georgia,Johnson County,Kandiss Taylor,R,35
Georgia,Johnson County,Annette Jackson,R,34
Georgia,Johnson County,Matt Lieberman,D,25
Georgia,Johnson County,Joy Slade,D,18
Georgia,Johnson County,Ed Tarver,D,10
Georgia,Johnson County,Richard Winfield,D,10
Georgia,Jones County,Doug Collins,R,3809
Georgia,Jones County,Raphael Warnock,D,3496
Georgia,Jones County,Deborah Jackson,D,545
Georgia,Jones County,Matt Lieberman,D,235
Georgia,Jones County,Derrick Grayson,R,188
Georgia,Jones County,Jamesia James,D,184
Georgia,Jones County,Tamara Johnson-Shealey,D,143
Georgia,Jones County,Kandiss Taylor,R,132
Georgia,Jones County,Wayne Johnson,R,126
Georgia,Jones County,Annette Jackson,R,110
Georgia,Jones County,Joy Slade,D,71
Georgia,Jones County,Richard Winfield,D,60
Georgia,Jones County,Ed Tarver,D,34
Georgia,Lamar County,Doug Collins,R,2585
Georgia,Lamar County,Raphael Warnock,D,1994
Georgia,Lamar County,Deborah Jackson,D,257
Georgia,Lamar County,Matt Lieberman,D,113
Georgia,Lamar County,Derrick Grayson,R,112
Georgia,Lamar County,Wayne Johnson,R,86
Georgia,Lamar County,Annette Jackson,R,85
Georgia,Lamar County,Kandiss Taylor,R,82
Georgia,Lamar County,Jamesia James,D,78
Georgia,Lamar County,Tamara Johnson-Shealey,D,74
Georgia,Lamar County,Richard Winfield,D,43
Georgia,Lamar County,Joy Slade,D,30
Georgia,Lamar County,Ed Tarver,D,14
Georgia,Lanier County,Doug Collins,R,944
Georgia,Lanier County,Raphael Warnock,D,365
Georgia,Lanier County,Deborah Jackson,D,244
Georgia,Lanier County,Tamara Johnson-Shealey,D,107
Georgia,Lanier County,Matt Lieberman,D,101
Georgia,Lanier County,Derrick Grayson,R,92
Georgia,Lanier County,Kandiss Taylor,R,79
Georgia,Lanier County,Annette Jackson,R,52
Georgia,Lanier County,Wayne Johnson,R,51
Georgia,Lanier County,Jamesia James,D,44
Georgia,Lanier County,Joy Slade,D,21
Georgia,Lanier County,Ed Tarver,D,18
Georgia,Lanier County,Richard Winfield,D,18
Georgia,Laurens County,Kelly Loeffler,R,6592
Georgia,Laurens County,Raphael Warnock,D,5334
Georgia,Laurens County,Deborah Jackson,D,1335
Georgia,Laurens County,Jamesia James,D,329
Georgia,Laurens County,Tamara Johnson-Shealey,D,305
Georgia,Laurens County,Matt Lieberman,D,304
Georgia,Laurens County,Derrick Grayson,R,234
Georgia,Laurens County,Annette Jackson,R,215
Georgia,Laurens County,Kandiss Taylor,R,174
Georgia,Laurens County,Wayne Johnson,R,160
Georgia,Laurens County,Joy Slade,D,130
Georgia,Laurens County,Richard Winfield,D,88
Georgia,Laurens County,Ed Tarver,D,66
Georgia,Lee County,Doug Collins,R,4675
Georgia,Lee County,Raphael Warnock,D,2970
Georgia,Lee County,Deborah Jackson,D,586
Georgia,Lee County,Matt Lieberman,D,299
Georgia,Lee County,Derrick Grayson,R,248
Georgia,Lee County,Tamara Johnson-Shealey,D,196
Georgia,Lee County,Kandiss Taylor,R,193
Georgia,Lee County,Jamesia James,D,171
Georgia,Lee County,Annette Jackson,R,149
Georgia,Lee County,Wayne Johnson,R,128
Georgia,Lee County,Joy Slade,D,80
Georgia,Lee County,Richard Winfield,D,60
Georgia,Lee County,Ed Tarver,D,45
Georgia,Liberty County,Kelly Loeffler,R,3759
Georgia,Liberty County,Doug Collins,R,2939
Georgia,Liberty County,Deborah Jackson,D,2302
Georgia,Liberty County,Jamesia James,D,769
Georgia,Liberty County,Tamara Johnson-Shealey,D,714
Georgia,Liberty County,Matt Lieberman,D,671
Georgia,Liberty County,Joy Slade,D,307
Georgia,Liberty County,Derrick Grayson,R,260
Georgia,Liberty County,Annette Jackson,R,247
Georgia,Liberty County,Kandiss Taylor,R,212
Georgia,Liberty County,Wayne Johnson,R,192
Georgia,Liberty County,Richard Winfield,D,146
Georgia,Liberty County,Ed Tarver,D,114
Georgia,Lincoln County,Doug Collins,R,1246
Georgia,Lincoln County,Raphael Warnock,D,803
Georgia,Lincoln County,Deborah Jackson,D,199
Georgia,Lincoln County,Ed Tarver,D,114
Georgia,Lincoln County,Matt Lieberman,D,84
Georgia,Lincoln County,Jamesia James,D,84
Georgia,Lincoln County,Tamara Johnson-Shealey,D,50
Georgia,Lincoln County,Derrick Grayson,R,40
Georgia,Lincoln County,Wayne Johnson,R,39
Georgia,Lincoln County,Annette Jackson,R,32
Georgia,Lincoln County,Kandiss Taylor,R,29
Georgia,Lincoln County,Joy Slade,D,24
Georgia,Lincoln County,Richard Winfield,D,16
Georgia,Long County,Doug Collins,R,1250
Georgia,Long County,Raphael Warnock,D,1233
Georgia,Long County,Deborah Jackson,D,321
Georgia,Long County,Tamara Johnson-Shealey,D,134
Georgia,Long County,Jamesia James,D,119
Georgia,Long County,Matt Lieberman,D,111
Georgia,Long County,Derrick Grayson,R,107
Georgia,Long County,Kandiss Taylor,R,99
Georgia,Long County,Wayne Johnson,R,95
Georgia,Long County,Annette Jackson,R,89
Georgia,Long County,Joy Slade,D,40
Georgia,Long County,Richard Winfield,D,28
Georgia,Long County,Ed Tarver,D,15
Georgia,Lowndes County,Doug Collins,R,10085
Georgia,Lowndes County,Raphael Warnock,D,7931
Georgia,Lowndes County,Deborah Jackson,D,4899
Georgia,Lowndes County,Matt Lieberman,D,1524
Georgia,Lowndes County,Jamesia James,D,1514
Georgia,Lowndes County,Tamara Johnson-Shealey,D,1468
Georgia,Lowndes County,Derrick Grayson,R,790
Georgia,Lowndes County,Kandiss Taylor,R,775
Georgia,Lowndes County,Joy Slade,D,679
Georgia,Lowndes County,Annette Jackson,R,582
Georgia,Lowndes County,Wayne Johnson,R,451
Georgia,Lowndes County,Ed Tarver,D,413
Georgia,Lowndes County,Richard Winfield,D,273
Georgia,Lumpkin County,Kelly Loeffler,R,4366
Georgia,Lumpkin County,Raphael Warnock,D,2042
Georgia,Lumpkin County,Deborah Jackson,D,316
Georgia,Lumpkin County,Matt Lieberman,D,304
Georgia,Lumpkin County,Derrick Grayson,R,200
Georgia,Lumpkin County,Wayne Johnson,R,136
Georgia,Lumpkin County,Annette Jackson,R,128
Georgia,Lumpkin County,Kandiss Taylor,R,115
Georgia,Lumpkin County,Tamara Johnson-Shealey,D,65
Georgia,Lumpkin County,Jamesia James,D,57
Georgia,Lumpkin County,Joy Slade,D,57
Georgia,Lumpkin County,Richard Winfield,D,44
Georgia,Lumpkin County,Ed Tarver,D,18
Georgia,McDuffie County,Raphael Warnock,D,2387
Georgia,McDuffie County,Doug Collins,R,2260
Georgia,McDuffie County,Deborah Jackson,D,669
Georgia,McDuffie County,Ed Tarver,D,232
Georgia,McDuffie County,Jamesia James,D,225
Georgia,McDuffie County,Tamara Johnson-Shealey,D,195
Georgia,McDuffie County,Matt Lieberman,D,165
Georgia,McDuffie County,Derrick Grayson,R,116
Georgia,McDuffie County,Annette Jackson,R,83
Georgia,McDuffie County,Wayne Johnson,R,82
Georgia,McDuffie County,Kandiss Taylor,R,82
Georgia,McDuffie County,Joy Slade,D,68
Georgia,McDuffie County,Richard Winfield,D,60
Georgia,McIntosh County,Raphael Warnock,D,1545
Georgia,McIntosh County,Doug Collins,R,1494
Georgia,McIntosh County,Deborah Jackson,D,463
Georgia,McIntosh County,Matt Lieberman,D,169
Georgia,McIntosh County,Jamesia James,D,109
Georgia,McIntosh County,Tamara Johnson-Shealey,D,96
Georgia,McIntosh County,Wayne Johnson,R,93
Georgia,McIntosh County,Derrick Grayson,R,74
Georgia,McIntosh County,Annette Jackson,R,54
Georgia,McIntosh County,Kandiss Taylor,R,52
Georgia,McIntosh County,Joy Slade,D,51
Georgia,McIntosh County,Richard Winfield,D,32
Georgia,McIntosh County,Ed Tarver,D,18
Georgia,Macon County,Kelly Loeffler,R,823
Georgia,Macon County,Doug Collins,R,810
Georgia,Macon County,Deborah Jackson,D,396
Georgia,Macon County,Matt Lieberman,D,118
Georgia,Macon County,Jamesia James,D,95
Georgia,Macon County,Tamara Johnson-Shealey,D,83
Georgia,Macon County,Derrick Grayson,R,34
Georgia,Macon County,Richard Winfield,D,31
Georgia,Macon County,Wayne Johnson,R,29
Georgia,Macon County,Annette Jackson,R,26
Georgia,Macon County,Joy Slade,D,25
Georgia,Macon County,Kandiss Taylor,R,21
Georgia,Macon County,Ed Tarver,D,20
Georgia,Madison County,Kelly Loeffler,R,4808
Georgia,Madison County,Raphael Warnock,D,2284
Georgia,Madison County,Deborah Jackson,D,431
Georgia,Madison County,Matt Lieberman,D,249
Georgia,Madison County,Derrick Grayson,R,166
Georgia,Madison County,Wayne Johnson,R,119
Georgia,Madison County,Annette Jackson,R,115
Georgia,Madison County,Tamara Johnson-Shealey,D,113
Georgia,Madison County,Kandiss Taylor,R,113
Georgia,Madison County,Jamesia James,D,97
Georgia,Madison County,Joy Slade,D,59
Georgia,Madison County,Richard Winfield,D,57
Georgia,Madison County,Ed Tarver,D,26
Georgia,Marion County,Doug Collins,R,986
Georgia,Marion County,Raphael Warnock,D,849
Georgia,Marion County,Deborah Jackson,D,195
Georgia,Marion County,Matt Lieberman,D,69
Georgia,Marion County,Derrick Grayson,R,46
Georgia,Marion County,Jamesia James,D,44
Georgia,Marion County,Tamara Johnson-Shealey,D,41
Georgia,Marion County,Kandiss Taylor,R,37
Georgia,Marion County,Wayne Johnson,R,35
Georgia,Marion County,Joy Slade,D,32
Georgia,Marion County,Annette Jackson,R,31
Georgia,Marion County,Ed Tarver,D,23
Georgia,Marion County,Richard Winfield,D,16
Georgia,Meriwether County,Raphael Warnock,D,3018
Georgia,Meriwether County,Doug Collins,R,2664
Georgia,Meriwether County,Deborah Jackson,D,556
Georgia,Meriwether County,Tamara Johnson-Shealey,D,208
Georgia,Meriwether County,Jamesia James,D,161
Georgia,Meriwether County,Derrick Grayson,R,133
Georgia,Meriwether County,Matt Lieberman,D,131
Georgia,Meriwether County,Annette Jackson,R,92
Georgia,Meriwether County,Wayne Johnson,R,90
Georgia,Meriwether County,Kandiss Taylor,R,83
Georgia,Meriwether County,Richard Winfield,D,66
Georgia,Meriwether County,Joy Slade,D,54
Georgia,Meriwether County,Ed Tarver,D,23
Georgia,Miller County,Kelly Loeffler,R,881
Georgia,Miller County,Raphael Warnock,D,271
Georgia,Miller County,Deborah Jackson,D,179
Georgia,Miller County,Matt Lieberman,D,64
Georgia,Miller County,Derrick Grayson,R,61
Georgia,Miller County,Tamara Johnson-Shealey,D,41
Georgia,Miller County,Wayne Johnson,R,41
Georgia,Miller County,Jamesia James,D,40
Georgia,Miller County,Annette Jackson,R,37
Georgia,Miller County,Kandiss Taylor,R,37
Georgia,Miller County,Joy Slade,D,16
Georgia,Miller County,Richard Winfield,D,13
Georgia,Miller County,Ed Tarver,D,11
Georgia,Mitchell County,Doug Collins,R,2538
Georgia,Mitchell County,Kelly Loeffler,R,2090
Georgia,Mitchell County,Deborah Jackson,D,603
Georgia,Mitchell County,Tamara Johnson-Shealey,D,179
Georgia,Mitchell County,Matt Lieberman,D,164
Georgia,Mitchell County,Jamesia James,D,141
Georgia,Mitchell County,Derrick Grayson,R,87
Georgia,Mitchell County,Richard Winfield,D,72
Georgia,Mitchell County,Kandiss Taylor,R,62
Georgia,Mitchell County,Joy Slade,D,54
Georgia,Mitchell County,Annette Jackson,R,51
Georgia,Mitchell County,Wayne Johnson,R,48
Georgia,Mitchell County,Ed Tarver,D,16
Georgia,Monroe County,Doug Collins,R,4201
Georgia,Monroe County,Raphael Warnock,D,3197
Georgia,Monroe County,Deborah Jackson,D,423
Georgia,Monroe County,Matt Lieberman,D,227
Georgia,Monroe County,Derrick Grayson,R,165
Georgia,Monroe County,Wayne Johnson,R,161
Georgia,Monroe County,Jamesia James,D,147
Georgia,Monroe County,Tamara Johnson-Shealey,D,126
Georgia,Monroe County,Kandiss Taylor,R,114
Georgia,Monroe County,Annette Jackson,R,105
Georgia,Monroe County,Joy Slade,D,65
Georgia,Monroe County,Richard Winfield,D,53
Georgia,Monroe County,Ed Tarver,D,25
Georgia,Montgomery County,Doug Collins,R,1266
Georgia,Montgomery County,Raphael Warnock,D,582
Georgia,Montgomery County,Deborah Jackson,D,177
Georgia,Montgomery County,Kandiss Taylor,R,106
Georgia,Montgomery County,Derrick Grayson,R,60
Georgia,Montgomery County,Matt Lieberman,D,51
Georgia,Montgomery County,Wayne Johnson,R,46
Georgia,Montgomery County,Jamesia James,D,45
Georgia,Montgomery County,Tamara Johnson-Shealey,D,44
Georgia,Montgomery County,Annette Jackson,R,34
Georgia,Montgomery County,Joy Slade,D,17
Georgia,Montgomery County,Richard Winfield,D,11
Georgia,Montgomery County,Ed Tarver,D,5
Georgia,Morgan County,Doug Collins,R,3502
Georgia,Morgan County,Raphael Warnock,D,2392
Georgia,Morgan County,Deborah Jackson,D,371
Georgia,Morgan County,Matt Lieberman,D,166
Georgia,Morgan County,Tamara Johnson-Shealey,D,107
Georgia,Morgan County,Derrick Grayson,R,96
Georgia,Morgan County,Jamesia James,D,79
Georgia,Morgan County,Kandiss Taylor,R,78
Georgia,Morgan County,Annette Jackson,R,75
Georgia,Morgan County,Wayne Johnson,R,66
Georgia,Morgan County,Richard Winfield,D,46
Georgia,Morgan County,Joy Slade,D,43
Georgia,Morgan County,Ed Tarver,D,18
Georgia,Murray County,Doug Collins,R,4793
Georgia,Murray County,Raphael Warnock,D,765
Georgia,Murray County,Deborah Jackson,D,538
Georgia,Murray County,Derrick Grayson,R,407
Georgia,Murray County,Matt Lieberman,D,354
Georgia,Murray County,Annette Jackson,R,263
Georgia,Murray County,Kandiss Taylor,R,257
Georgia,Murray County,Wayne Johnson,R,253
Georgia,Murray County,Tamara Johnson-Shealey,D,125
Georgia,Murray County,Jamesia James,D,107
Georgia,Murray County,Joy Slade,D,72
Georgia,Murray County,Richard Winfield,D,53
Georgia,Murray County,Ed Tarver,D,42
Georgia,Muscogee County,Kelly Loeffler,R,15307
Georgia,Muscogee County,Doug Collins,R,12544
Georgia,Muscogee County,Deborah Jackson,D,6577
Georgia,Muscogee County,Matt Lieberman,D,2432
Georgia,Muscogee County,Tamara Johnson-Shealey,D,2048
Georgia,Muscogee County,Jamesia James,D,2004
Georgia,Muscogee County,Joy Slade,D,900
Georgia,Muscogee County,Ed Tarver,D,677
Georgia,Muscogee County,Richard Winfield,D,631
Georgia,Muscogee County,Derrick Grayson,R,597
Georgia,Muscogee County,Annette Jackson,R,539
Georgia,Muscogee County,Kandiss Taylor,R,422
Georgia,Muscogee County,Wayne Johnson,R,391
Georgia,Newton County,Kelly Loeffler,R,13443
Georgia,Newton County,Doug Collins,R,8222
Georgia,Newton County,Deborah Jackson,D,4116
Georgia,Newton County,Tamara Johnson-Shealey,D,1429
Georgia,Newton County,Jamesia James,D,1348
Georgia,Newton County,Matt Lieberman,D,1076
Georgia,Newton County,Joy Slade,D,501
Georgia,Newton County,Derrick Grayson,R,442
Georgia,Newton County,Annette Jackson,R,365
Georgia,Newton County,Richard Winfield,D,352
Georgia,Newton County,Wayne Johnson,R,345
Georgia,Newton County,Kandiss Taylor,R,321
Georgia,Newton County,Ed Tarver,D,179
Georgia,Oconee County,Doug Collins,R,6165
Georgia,Oconee County,Raphael Warnock,D,5448
Georgia,Oconee County,Deborah Jackson,D,797
Georgia,Oconee County,Matt Lieberman,D,603
Georgia,Oconee County,Tamara Johnson-Shealey,D,246
Georgia,Oconee County,Derrick Grayson,R,233
Georgia,Oconee County,Annette Jackson,R,202
Georgia,Oconee County,Kandiss Taylor,R,174
Georgia,Oconee County,Wayne Johnson,R,159
Georgia,Oconee County,Jamesia James,D,149
Georgia,Oconee County,Richard Winfield,D,128
Georgia,Oconee County,Joy Slade,D,89
Georgia,Oconee County,Ed Tarver,D,70
Georgia,Oglethorpe County,Doug Collins,R,2176
Georgia,Oglethorpe County,Raphael Warnock,D,1720
Georgia,Oglethorpe County,Deborah Jackson,D,279
Georgia,Oglethorpe County,Matt Lieberman,D,132
Georgia,Oglethorpe County,Derrick Grayson,R,109
Georgia,Oglethorpe County,Kandiss Taylor,R,103
Georgia,Oglethorpe County,Tamara Johnson-Shealey,D,94
Georgia,Oglethorpe County,Annette Jackson,R,75
Georgia,Oglethorpe County,Wayne Johnson,R,68
Georgia,Oglethorpe County,Jamesia James,D,61
Georgia,Oglethorpe County,Joy Slade,D,31
Georgia,Oglethorpe County,Richard Winfield,D,28
Georgia,Oglethorpe County,Ed Tarver,D,20
Georgia,Paulding County,Raphael Warnock,D,19118
Georgia,Paulding County,Doug Collins,R,18444
Georgia,Paulding County,Deborah Jackson,D,4234
Georgia,Paulding County,Matt Lieberman,D,1750
Georgia,Paulding County,Tamara Johnson-Shealey,D,1424
Georgia,Paulding County,Jamesia James,D,1338
Georgia,Paulding County,Derrick Grayson,R,1215
Georgia,Paulding County,Annette Jackson,R,1024
Georgia,Paulding County,Kandiss Taylor,R,931
Georgia,Paulding County,Wayne Johnson,R,762
Georgia,Paulding County,Joy Slade,D,604
Georgia,Paulding County,Richard Winfield,D,375
Georgia,Paulding County,Ed Tarver,D,181
Georgia,Peach County,Kelly Loeffler,R,3358
Georgia,Peach County,Doug Collins,R,2629
Georgia,Peach County,Deborah Jackson,D,779
Georgia,Peach County,Tamara Johnson-Shealey,D,244
Georgia,Peach County,Jamesia James,D,243
Georgia,Peach County,Matt Lieberman,D,235
Georgia,Peach County,Derrick Grayson,R,131
Georgia,Peach County,Joy Slade,D,87
Georgia,Peach County,Annette Jackson,R,86
Georgia,Peach County,Richard Winfield,D,85
Georgia,Peach County,Kandiss Taylor,R,83
Georgia,Peach County,Wayne Johnson,R,77
Georgia,Peach County,Ed Tarver,D,58
Georgia,Pickens County,Kelly Loeffler,R,6003
Georgia,Pickens County,Raphael Warnock,D,2076
Georgia,Pickens County,Derrick Grayson,R,220
Georgia,Pickens County,Deborah Jackson,D,219
Georgia,Pickens County,Matt Lieberman,D,190
Georgia,Pickens County,Annette Jackson,R,147
Georgia,Pickens County,Wayne Johnson,R,137
Georgia,Pickens County,Kandiss Taylor,R,132
Georgia,Pickens County,Tamara Johnson-Shealey,D,70
Georgia,Pickens County,Jamesia James,D,48
Georgia,Pickens County,Joy Slade,D,47
Georgia,Pickens County,Richard Winfield,D,31
Georgia,Pickens County,Ed Tarver,D,17
Georgia,Pierce County,Kelly Loeffler,R,2821
Georgia,Pierce County,Raphael Warnock,D,478
Georgia,Pierce County,Kandiss Taylor,R,308
Georgia,Pierce County,Deborah Jackson,D,195
Georgia,Pierce County,Derrick Grayson,R,193
Georgia,Pierce County,Wayne Johnson,R,147
Georgia,Pierce County,Annette Jackson,R,122
Georgia,Pierce County,Matt Lieberman,D,121
Georgia,Pierce County,Jamesia James,D,68
Georgia,Pierce County,Tamara Johnson-Shealey,D,68
Georgia,Pierce County,Joy Slade,D,37
Georgia,Pierce County,Richard Winfield,D,14
Georgia,Pierce County,Ed Tarver,D,10
Georgia,Pike County,Doug Collins,R,3532
Georgia,Pike County,Raphael Warnock,D,1118
Georgia,Pike County,Derrick Grayson,R,153
Georgia,Pike County,Deborah Jackson,D,140
Georgia,Pike County,Wayne Johnson,R,137
Georgia,Pike County,Matt Lieberman,D,86
Georgia,Pike County,Kandiss Taylor,R,86
Georgia,Pike County,Annette Jackson,R,76
Georgia,Pike County,Jamesia James,D,39
Georgia,Pike County,Tamara Johnson-Shealey,D,39
Georgia,Pike County,Joy Slade,D,26
Georgia,Pike County,Ed Tarver,D,14
Georgia,Pike County,Richard Winfield,D,14
Georgia,Polk County,Doug Collins,R,5230
Georgia,Polk County,Raphael Warnock,D,2331
Georgia,Polk County,Deborah Jackson,D,478
Georgia,Polk County,Matt Lieberman,D,300
Georgia,Polk County,Derrick Grayson,R,291
Georgia,Polk County,Kandiss Taylor,R,207
Georgia,Polk County,Annette Jackson,R,206
Georgia,Polk County,Wayne Johnson,R,199
Georgia,Polk County,Jamesia James,D,165
Georgia,Polk County,Tamara Johnson-Shealey,D,163
Georgia,Polk County,Joy Slade,D,84
Georgia,Polk County,Richard Winfield,D,52
Georgia,Polk County,Ed Tarver,D,34
Georgia,Pulaski County,Doug Collins,R,1137
Georgia,Pulaski County,Raphael Warnock,D,815
Georgia,Pulaski County,Deborah Jackson,D,182
Georgia,Pulaski County,Tamara Johnson-Shealey,D,52
Georgia,Pulaski County,Matt Lieberman,D,50
Georgia,Pulaski County,Derrick Grayson,R,45
Georgia,Pulaski County,Jamesia James,D,42
Georgia,Pulaski County,Kandiss Taylor,R,32
Georgia,Pulaski County,Wayne Johnson,R,31
Georgia,Pulaski County,Joy Slade,D,20
Georgia,Pulaski County,Annette Jackson,R,17
Georgia,Pulaski County,Richard Winfield,D,14
Georgia,Pulaski County,Ed Tarver,D,8
Georgia,Putnam County,Doug Collins,R,3594
Georgia,Putnam County,Raphael Warnock,D,2445
Georgia,Putnam County,Deborah Jackson,D,408
Georgia,Putnam County,Matt Lieberman,D,157
Georgia,Putnam County,Derrick Grayson,R,152
Georgia,Putnam County,Jamesia James,D,101
Georgia,Putnam County,Tamara Johnson-Shealey,D,92
Georgia,Putnam County,Annette Jackson,R,92
Georgia,Putnam County,Wayne Johnson,R,84
Georgia,Putnam County,Kandiss Taylor,R,61
Georgia,Putnam County,Joy Slade,D,53
Georgia,Putnam County,Richard Winfield,D,53
Georgia,Putnam County,Ed Tarver,D,24
Georgia,Quitman County,Raphael Warnock,D,283
Georgia,Quitman County,Doug Collins,R,262
Georgia,Quitman County,Deborah Jackson,D,85
Georgia,Quitman County,Matt Lieberman,D,27
Georgia,Quitman County,Joy Slade,D,23
Georgia,Quitman County,Tamara Johnson-Shealey,D,21
Georgia,Quitman County,Jamesia James,D,18
Georgia,Quitman County,Derrick Grayson,R,15
Georgia,Quitman County,Wayne Johnson,R,11
Georgia,Quitman County,Ed Tarver,D,8
