state,county,candidate,Party,votes
Texas,Camp County,"Mary Jennings ""MJ"" Hegar",D,1359
Texas,Carson County,"Mary Jennings ""MJ"" Hegar",D,286
Texas,Cass County,"Mary Jennings ""MJ"" Hegar",D,2672
Texas,Castro County,"Mary Jennings ""MJ"" Hegar",D,432
Texas,Chambers County,"Mary Jennings ""MJ"" Hegar",D,3786
Texas,Cherokee County,"Mary Jennings ""MJ"" Hegar",D,4058
Texas,Childress County,"Mary Jennings ""MJ"" Hegar",D,283
Texas,Clay County,"Mary Jennings ""MJ"" Hegar",D,632
Texas,Cochran County,"Mary Jennings ""MJ"" Hegar",D,183
Texas,Coke County,"Mary Jennings ""MJ"" Hegar",D,171
Texas,Coleman County,"Mary Jennings ""MJ"" Hegar",D,426
Texas,Collin County,"Mary Jennings ""MJ"" Hegar",D,207005
Texas,Collingsworth County,"Mary Jennings ""MJ"" Hegar",D,145
Texas,Colorado County,"Mary Jennings ""MJ"" Hegar",D,2362
Texas,Comal County,"Mary Jennings ""MJ"" Hegar",D,22552
Texas,Comanche County,"Mary Jennings ""MJ"" Hegar",D,831
Texas,Concho County,"Mary Jennings ""MJ"" Hegar",D,193
Texas,Cooke County,"Mary Jennings ""MJ"" Hegar",D,2999
Texas,Coryell County,"Mary Jennings ""MJ"" Hegar",D,7118
Texas,Cottle County,"Mary Jennings ""MJ"" Hegar",D,110
Texas,Crane County,"Mary Jennings ""MJ"" Hegar",D,229
Texas,Crockett County,"Mary Jennings ""MJ"" Hegar",D,314
Texas,Crosby County,"Mary Jennings ""MJ"" Hegar",D,486
Texas,Culberson County,John Cornyn,R,367
Texas,Dallam County,"Mary Jennings ""MJ"" Hegar",D,200
Texas,Dallas County,John Cornyn,R,330851
Texas,Dawson County,"Mary Jennings ""MJ"" Hegar",D,738
Texas,Deaf Smith County,"Mary Jennings ""MJ"" Hegar",D,1151
Texas,Delta County,"Mary Jennings ""MJ"" Hegar",D,370
Texas,Denton County,"Mary Jennings ""MJ"" Hegar",D,170984
Texas,DeWitt County,"Mary Jennings ""MJ"" Hegar",D,1384
Texas,Dickens County,"Mary Jennings ""MJ"" Hegar",D,133
Texas,Dimmit County,John Cornyn,R,1274
Texas,Donley County,"Mary Jennings ""MJ"" Hegar",D,181
Texas,Duval County,John Cornyn,R,1787
Texas,Eastland County,"Mary Jennings ""MJ"" Hegar",D,910
Texas,Ector County,"Mary Jennings ""MJ"" Hegar",D,10682
Texas,Edwards County,"Mary Jennings ""MJ"" Hegar",D,144
Texas,Ellis County,"Mary Jennings ""MJ"" Hegar",D,25780
Texas,El Paso County,John Cornyn,R,80021
Texas,Erath County,"Mary Jennings ""MJ"" Hegar",D,2707
Texas,Falls County,"Mary Jennings ""MJ"" Hegar",D,1787
Texas,Fannin County,"Mary Jennings ""MJ"" Hegar",D,2559
Texas,Fayette County,"Mary Jennings ""MJ"" Hegar",D,2634
Texas,Fisher County,"Mary Jennings ""MJ"" Hegar",D,351
Texas,Floyd County,"Mary Jennings ""MJ"" Hegar",D,397
Texas,Foard County,"Mary Jennings ""MJ"" Hegar",D,107
Texas,Fort Bend County,John Cornyn,R,160977
Texas,Franklin County,"Mary Jennings ""MJ"" Hegar",D,753
Texas,Freestone County,"Mary Jennings ""MJ"" Hegar",D,1553
Texas,Frio County,"Mary Jennings ""MJ"" Hegar",D,2283
Texas,Gaines County,"Mary Jennings ""MJ"" Hegar",D,548
Texas,Galveston County,"Mary Jennings ""MJ"" Hegar",D,55094
Texas,Garza County,"Mary Jennings ""MJ"" Hegar",D,225
Texas,Gillespie County,"Mary Jennings ""MJ"" Hegar",D,2996
Texas,Glasscock County,"Mary Jennings ""MJ"" Hegar",D,35
Texas,Goliad County,"Mary Jennings ""MJ"" Hegar",D,840
Texas,Gonzales County,"Mary Jennings ""MJ"" Hegar",D,1782
Texas,Gray County,"Mary Jennings ""MJ"" Hegar",D,774
Texas,Grayson County,"Mary Jennings ""MJ"" Hegar",D,13938
Texas,Gregg County,"Mary Jennings ""MJ"" Hegar",D,14025
Texas,Grimes County,"Mary Jennings ""MJ"" Hegar",D,2678
Texas,Guadalupe County,"Mary Jennings ""MJ"" Hegar",D,26697
Texas,Hale County,"Mary Jennings ""MJ"" Hegar",D,2155
Texas,Hall County,"Mary Jennings ""MJ"" Hegar",D,156
Texas,Hamilton County,"Mary Jennings ""MJ"" Hegar",D,594
Texas,Hansford County,"Mary Jennings ""MJ"" Hegar",D,158
Texas,Hardeman County,"Mary Jennings ""MJ"" Hegar",D,232
Texas,Hardin County,"Mary Jennings ""MJ"" Hegar",D,3388
Texas,Harris County,John Cornyn,R,718228
Texas,Harrison County,"Mary Jennings ""MJ"" Hegar",D,7612
Texas,Hartley County,"Mary Jennings ""MJ"" Hegar",D,176
Texas,Haskell County,"Mary Jennings ""MJ"" Hegar",D,347
Texas,Hays County,John Cornyn,R,49539
Texas,Hemphill County,"Mary Jennings ""MJ"" Hegar",D,197
Texas,Henderson County,"Mary Jennings ""MJ"" Hegar",D,6672
Texas,Hidalgo County,John Cornyn,R,84284
Texas,Hill County,"Mary Jennings ""MJ"" Hegar",D,2688
Texas,Hockley County,"Mary Jennings ""MJ"" Hegar",D,1384
Texas,Hood County,"Mary Jennings ""MJ"" Hegar",D,5228
Texas,Hopkins County,"Mary Jennings ""MJ"" Hegar",D,2833
Texas,Houston County,"Mary Jennings ""MJ"" Hegar",D,2230
Texas,Howard County,"Mary Jennings ""MJ"" Hegar",D,1959
Texas,Hudspeth County,"Mary Jennings ""MJ"" Hegar",D,383
Texas,Hunt County,"Mary Jennings ""MJ"" Hegar",D,8319
Texas,Hutchinson County,"Mary Jennings ""MJ"" Hegar",D,900
Texas,Irion County,"Mary Jennings ""MJ"" Hegar",D,111
Texas,Jack County,"Mary Jennings ""MJ"" Hegar",D,319
Texas,Jackson County,"Mary Jennings ""MJ"" Hegar",D,1021
Texas,Jasper County,"Mary Jennings ""MJ"" Hegar",D,2851
Texas,Jeff Davis County,"Mary Jennings ""MJ"" Hegar",D,483
Texas,Jefferson County,"Mary Jennings ""MJ"" Hegar",D,44112
Texas,Jim Hogg County,John Cornyn,R,652
Texas,Jim Wells County,"Mary Jennings ""MJ"" Hegar",D,6025
Texas,Johnson County,"Mary Jennings ""MJ"" Hegar",D,15474
Texas,Jones County,"Mary Jennings ""MJ"" Hegar",D,967
Texas,Karnes County,"Mary Jennings ""MJ"" Hegar",D,1178
Texas,Kaufman County,"Mary Jennings ""MJ"" Hegar",D,17507
Texas,Kendall County,"Mary Jennings ""MJ"" Hegar",D,5335
Texas,Kenedy County,"Mary Jennings ""MJ"" Hegar",D,57
Texas,Kent County,"Mary Jennings ""MJ"" Hegar",D,53
Texas,Kerr County,"Mary Jennings ""MJ"" Hegar",D,5946
Texas,Kimble County,"Mary Jennings ""MJ"" Hegar",D,254
Texas,King County,"Mary Jennings ""MJ"" Hegar",D,5
Texas,Kinney County,"Mary Jennings ""MJ"" Hegar",D,395
Texas,Kleberg County,"Mary Jennings ""MJ"" Hegar",D,5067
Texas,Knox County,"Mary Jennings ""MJ"" Hegar",D,263
Texas,Lamar County,"Mary Jennings ""MJ"" Hegar",D,4295
Texas,Lamb County,"Mary Jennings ""MJ"" Hegar",D,802
Texas,Lampasas County,"Mary Jennings ""MJ"" Hegar",D,1978
Texas,La Salle County,"Mary Jennings ""MJ"" Hegar",D,1005
Texas,Lavaca County,"Mary Jennings ""MJ"" Hegar",D,1305
Texas,Lee County,"Mary Jennings ""MJ"" Hegar",D,1689
Texas,Leon County,"Mary Jennings ""MJ"" Hegar",D,1028
Texas,Liberty County,"Mary Jennings ""MJ"" Hegar",D,5662
Texas,Limestone County,"Mary Jennings ""MJ"" Hegar",D,2112
Texas,Lipscomb County,"Mary Jennings ""MJ"" Hegar",D,117
Texas,Live Oak County,"Mary Jennings ""MJ"" Hegar",D,790
Texas,Llano County,"Mary Jennings ""MJ"" Hegar",D,2331
Texas,Loving County,"Mary Jennings ""MJ"" Hegar",D,5
Texas,Lubbock County,"Mary Jennings ""MJ"" Hegar",D,36319
Texas,Lynn County,"Mary Jennings ""MJ"" Hegar",D,411
Texas,McCulloch County,"Mary Jennings ""MJ"" Hegar",D,460
Texas,McLennan County,"Mary Jennings ""MJ"" Hegar",D,33439
Texas,McMullen County,"Mary Jennings ""MJ"" Hegar",D,43
Texas,Madison County,"Mary Jennings ""MJ"" Hegar",D,1030
Texas,Marion County,"Mary Jennings ""MJ"" Hegar",D,1276
Texas,Martin County,"Mary Jennings ""MJ"" Hegar",D,263
Texas,Mason County,"Mary Jennings ""MJ"" Hegar",D,443
Texas,Matagorda County,"Mary Jennings ""MJ"" Hegar",D,3551
Texas,Maverick County,John Cornyn,R,5708
Texas,Medina County,"Mary Jennings ""MJ"" Hegar",D,6207
Texas,Menard County,"Mary Jennings ""MJ"" Hegar",D,189
Texas,Midland County,"Mary Jennings ""MJ"" Hegar",D,11417
Texas,Milam County,"Mary Jennings ""MJ"" Hegar",D,2382
Texas,Mills County,"Mary Jennings ""MJ"" Hegar",D,252
Texas,Mitchell County,"Mary Jennings ""MJ"" Hegar",D,359
Texas,Montague County,"Mary Jennings ""MJ"" Hegar",D,1051
Texas,Montgomery County,"Mary Jennings ""MJ"" Hegar",D,68254
Texas,Moore County,"Mary Jennings ""MJ"" Hegar",D,999
Texas,Morris County,"Mary Jennings ""MJ"" Hegar",D,1639
Texas,Motley County,"Mary Jennings ""MJ"" Hegar",D,44
Texas,Nacogdoches County,"Mary Jennings ""MJ"" Hegar",D,8487
Texas,Navarro County,"Mary Jennings ""MJ"" Hegar",D,4821
Texas,Newton County,"Mary Jennings ""MJ"" Hegar",D,1163
Texas,Nolan County,"Mary Jennings ""MJ"" Hegar",D,1077
Texas,Nueces County,"Mary Jennings ""MJ"" Hegar",D,57180
Texas,Ochiltree County,"Mary Jennings ""MJ"" Hegar",D,278
Texas,Oldham County,"Mary Jennings ""MJ"" Hegar",D,74
Texas,Orange County,"Mary Jennings ""MJ"" Hegar",D,6249
Texas,Palo Pinto County,"Mary Jennings ""MJ"" Hegar",D,2028
Texas,Panola County,"Mary Jennings ""MJ"" Hegar",D,2015
Texas,Parker County,"Mary Jennings ""MJ"" Hegar",D,11919
Texas,Parmer County,"Mary Jennings ""MJ"" Hegar",D,454
Texas,Pecos County,"Mary Jennings ""MJ"" Hegar",D,1376
Texas,Polk County,"Mary Jennings ""MJ"" Hegar",D,5237
Texas,Potter County,"Mary Jennings ""MJ"" Hegar",D,9168
Texas,Presidio County,John Cornyn,R,651
Texas,Rains County,"Mary Jennings ""MJ"" Hegar",D,789
Texas,Randall County,"Mary Jennings ""MJ"" Hegar",D,11618
Texas,Reagan County,"Mary Jennings ""MJ"" Hegar",D,154
Texas,Real County,"Mary Jennings ""MJ"" Hegar",D,286
Texas,Red River County,"Mary Jennings ""MJ"" Hegar",D,1191
Texas,Reeves County,"Mary Jennings ""MJ"" Hegar",D,1337
Texas,Refugio County,"Mary Jennings ""MJ"" Hegar",D,1023
Texas,Roberts County,"Mary Jennings ""MJ"" Hegar",D,15
Texas,Robertson County,"Mary Jennings ""MJ"" Hegar",D,2244
Texas,Rockwall County,"Mary Jennings ""MJ"" Hegar",D,15009
Texas,Runnels County,"Mary Jennings ""MJ"" Hegar",D,515
Texas,Rusk County,"Mary Jennings ""MJ"" Hegar",D,4455
Texas,Sabine County,"Mary Jennings ""MJ"" Hegar",D,688
Texas,San Augustine County,"Mary Jennings ""MJ"" Hegar",D,928
Texas,San Jacinto County,"Mary Jennings ""MJ"" Hegar",D,2268
Texas,San Patricio County,"Mary Jennings ""MJ"" Hegar",D,8494
Texas,San Saba County,"Mary Jennings ""MJ"" Hegar",D,270
Texas,Schleicher County,"Mary Jennings ""MJ"" Hegar",D,191
Texas,Scurry County,"Mary Jennings ""MJ"" Hegar",D,805
Texas,Shackelford County,"Mary Jennings ""MJ"" Hegar",D,115
Texas,Shelby County,"Mary Jennings ""MJ"" Hegar",D,2022
Texas,Sherman County,"Mary Jennings ""MJ"" Hegar",D,88
Texas,Smith County,"Mary Jennings ""MJ"" Hegar",D,28385
Texas,Somervell County,"Mary Jennings ""MJ"" Hegar",D,712
Texas,Starr County,John Cornyn,R,5845
Texas,Stephens County,"Mary Jennings ""MJ"" Hegar",D,374
Texas,Sterling County,"Mary Jennings ""MJ"" Hegar",D,47
Texas,Stonewall County,"Mary Jennings ""MJ"" Hegar",D,122
Texas,Sutton County,"Mary Jennings ""MJ"" Hegar",D,305
Texas,Swisher County,"Mary Jennings ""MJ"" Hegar",D,464
Texas,Tarrant County,"Mary Jennings ""MJ"" Hegar",D,382408
Texas,Taylor County,"Mary Jennings ""MJ"" Hegar",D,13074
Texas,Terrell County,"Mary Jennings ""MJ"" Hegar",D,116
Texas,Terry County,"Mary Jennings ""MJ"" Hegar",D,714
Texas,Throckmorton County,"Mary Jennings ""MJ"" Hegar",D,76
Texas,Titus County,"Mary Jennings ""MJ"" Hegar",D,2748
Texas,Tom Green County,"Mary Jennings ""MJ"" Hegar",D,11371
Texas,Travis County,John Cornyn,R,175860
Texas,Trinity County,"Mary Jennings ""MJ"" Hegar",D,1258
Texas,Tyler County,"Mary Jennings ""MJ"" Hegar",D,1400
Texas,Upshur County,"Mary Jennings ""MJ"" Hegar",D,2804
Texas,Upton County,"Mary Jennings ""MJ"" Hegar",D,160
Texas,Uvalde County,"Mary Jennings ""MJ"" Hegar",D,3821
Texas,Val Verde County,"Mary Jennings ""MJ"" Hegar",D,6430
Texas,Van Zandt County,"Mary Jennings ""MJ"" Hegar",D,3374
Texas,Victoria County,"Mary Jennings ""MJ"" Hegar",D,9834
Texas,Walker County,"Mary Jennings ""MJ"" Hegar",D,7414
Texas,Waller County,"Mary Jennings ""MJ"" Hegar",D,7725
Texas,Ward County,"Mary Jennings ""MJ"" Hegar",D,725
Texas,Washington County,"Mary Jennings ""MJ"" Hegar",D,4017
Texas,Webb County,John Cornyn,R,23153
Texas,Wharton County,"Mary Jennings ""MJ"" Hegar",D,4513
Texas,Wheeler County,"Mary Jennings ""MJ"" Hegar",D,165
Texas,Wichita County,"Mary Jennings ""MJ"" Hegar",D,12399
Texas,Wilbarger County,"Mary Jennings ""MJ"" Hegar",D,874
Texas,Willacy County,John Cornyn,R,2183
Texas,Williamson County,"Mary Jennings ""MJ"" Hegar",D,133783
Texas,Wilson County,"Mary Jennings ""MJ"" Hegar",D,5943
Texas,Winkler County,"Mary Jennings ""MJ"" Hegar",D,338
Texas,Wise County,"Mary Jennings ""MJ"" Hegar",D,4644
Texas,Wood County,"Mary Jennings ""MJ"" Hegar",D,3318
Texas,Yoakum County,"Mary Jennings ""MJ"" Hegar",D,387
Texas,Young County,"Mary Jennings ""MJ"" Hegar",D,967
Texas,Zapata County,John Cornyn,R,1454
Texas,Zavala County,John Cornyn,R,1232
Virginia,Accomack County,Mark Warner,D,7939
Virginia,Albemarle County,Daniel Gade,R,20700
Virginia,Alleghany County,Mark Warner,D,2822
Virginia,Amelia County,Mark Warner,D,2559
Virginia,Amherst County,Mark Warner,D,6273
Virginia,Appomattox County,Mark Warner,D,2741
Virginia,Arlington County,Daniel Gade,R,26590
Virginia,Augusta County,Mark Warner,D,12224
Virginia,Bath County,Mark Warner,D,744
Virginia,Bedford County,Mark Warner,D,13872
Virginia,Bland County,Mark Warner,D,732
Virginia,Botetourt County,Mark Warner,D,6512
Virginia,Brunswick County,Daniel Gade,R,3192
Virginia,Buchanan County,Mark Warner,D,2522
Virginia,Buckingham County,Mark Warner,D,3656
Virginia,Campbell County,Mark Warner,D,9278
Virginia,Caroline County,Daniel Gade,R,8036
Virginia,Carroll County,Mark Warner,D,3591
Virginia,Charles City County,Daniel Gade,R,1704
Virginia,Charlotte County,Mark Warner,D,2522
Virginia,Chesterfield County,Daniel Gade,R,92658
Virginia,Clarke County,Mark Warner,D,4052
Virginia,Craig County,Mark Warner,D,757
Virginia,Culpeper County,Mark Warner,D,11123
Virginia,Cumberland County,Mark Warner,D,2317
Virginia,Dickenson County,Mark Warner,D,2052
Virginia,Dinwiddie County,Mark Warner,D,6445
Virginia,Essex County,Daniel Gade,R,2917
Virginia,Fairfax County,Daniel Gade,R,178395
Virginia,Fauquier County,Mark Warner,D,17468
Virginia,Floyd County,Mark Warner,D,3407
Virginia,Fluvanna County,Mark Warner,D,7830
Virginia,Franklin County,Mark Warner,D,9907
Virginia,Frederick County,Mark Warner,D,17962
Virginia,Giles County,Mark Warner,D,2713
Virginia,Gloucester County,Mark Warner,D,7521
Virginia,Goochland County,Mark Warner,D,6730
Virginia,Grayson County,Mark Warner,D,1946
Virginia,Greene County,Mark Warner,D,4529
Virginia,Greensville County,Daniel Gade,R,1822
Virginia,Halifax County,Mark Warner,D,8258
Virginia,Hanover County,Mark Warner,D,25864
Virginia,Henrico County,Daniel Gade,R,62686
Virginia,Henry County,Mark Warner,D,10616
Virginia,Highland County,Mark Warner,D,504
Virginia,Isle of Wight County,Mark Warner,D,9821
Virginia,James City County,Daniel Gade,R,23600
Virginia,King and Queen County,Mark Warner,D,1705
Virginia,King George County,Mark Warner,D,5758
Virginia,King William County,Mark Warner,D,3447
Virginia,Lancaster County,Mark Warner,D,3457
Virginia,Lee County,Mark Warner,D,2240
Virginia,Loudoun County,Daniel Gade,R,84991
Virginia,Louisa County,Mark Warner,D,8700
Virginia,Lunenburg County,Mark Warner,D,2531
Virginia,Madison County,Mark Warner,D,2925
Virginia,Mathews County,Mark Warner,D,1943
Virginia,Mecklenburg County,Mark Warner,D,7004
Virginia,Middlesex County,Mark Warner,D,2658
Virginia,Montgomery County,Daniel Gade,R,19992
Virginia,Nelson County,Daniel Gade,R,4526
Virginia,New Kent County,Mark Warner,D,4764
Virginia,Northampton County,Daniel Gade,R,2795
Virginia,Northumberland County,Mark Warner,D,3386
Virginia,Nottoway County,Mark Warner,D,3136
Virginia,Orange County,Mark Warner,D,8392
Virginia,Page County,Mark Warner,D,3420
Virginia,Patrick County,Mark Warner,D,2310
Virginia,Pittsylvania County,Mark Warner,D,11509
Virginia,Powhatan County,Mark Warner,D,5660
Virginia,Prince Edward County,Daniel Gade,R,4291
Virginia,Prince George County,Mark Warner,D,7199
Virginia,Prince William County,Daniel Gade,R,80070
Virginia,Pulaski County,Mark Warner,D,5941
Virginia,Rappahannock County,Mark Warner,D,2219
Virginia,Richmond County,Mark Warner,D,1687
Virginia,Roanoke County,Mark Warner,D,24043
Virginia,Rockbridge County,Mark Warner,D,4631
Virginia,Rockingham County,Mark Warner,D,13739
Virginia,Russell County,Mark Warner,D,3288
Virginia,Scott County,Mark Warner,D,2191
Virginia,Shenandoah County,Mark Warner,D,7313
Virginia,Smyth County,Mark Warner,D,3973
Virginia,Southampton County,Mark Warner,D,4123
Virginia,Spotsylvania County,Mark Warner,D,35485
Virginia,Stafford County,Daniel Gade,R,37389
Virginia,Surry County,Daniel Gade,R,1958
Virginia,Sussex County,Daniel Gade,R,2146
Virginia,Tazewell County,Mark Warner,D,4504
Virginia,Warren County,Mark Warner,D,7075
Virginia,Washington County,Mark Warner,D,7744
Virginia,Westmoreland County,Mark Warner,D,4821
Virginia,Wise County,Mark Warner,D,4128
Virginia,Wythe County,Mark Warner,D,4043
Virginia,York County,Mark Warner,D,18025
Virginia,Alexandria city,Daniel Gade,R,16802
Virginia,Bristol city,Mark Warner,D,2787
Virginia,Buena Vista city,Mark Warner,D,1020
Virginia,Charlottesville city,Daniel Gade,R,3409
Virginia,Chesapeake city,Daniel Gade,R,58154
Virginia,Colonial Heights city,Mark Warner,D,3143
Virginia,Covington city,Mark Warner,D,1157
Virginia,Danville city,Daniel Gade,R,6680
Virginia,Emporia city,Daniel Gade,R,712
Virginia,Fairfax city,Daniel Gade,R,4134
Virginia,Falls Church city,Daniel Gade,R,1750
Virginia,Franklin city,Daniel Gade,R,1410
Virginia,Fredericksburg city,Daniel Gade,R,4080
Virginia,Galax city,Mark Warner,D,919
Virginia,Hampton city,Daniel Gade,R,17777
Virginia,Harrisonburg city,Daniel Gade,R,5634
Virginia,Hopewell city,Daniel Gade,R,3847
Virginia,Lexington city,Daniel Gade,R,895
Virginia,Lynchburg city,Daniel Gade,R,17208
Virginia,Manassas city,Daniel Gade,R,6227
Virginia,Manassas Park city,Daniel Gade,R,1929
Virginia,Martinsville city,Daniel Gade,R,1881
Virginia,Newport News city,Daniel Gade,R,25428
Virginia,Norfolk city,Daniel Gade,R,23084
Virginia,Norton city,Mark Warner,D,591
Virginia,Petersburg city,Daniel Gade,R,1505
Virginia,Poquoson city,Mark Warner,D,2212
Virginia,Portsmouth city,Daniel Gade,R,12241
Virginia,Radford city,Daniel Gade,R,2690
Virginia,Richmond city,Daniel Gade,R,18205
Virginia,Roanoke city,Daniel Gade,R,14499
Virginia,Salem city,Mark Warner,D,5697
Virginia,Staunton city,Daniel Gade,R,5546
Virginia,Suffolk city,Daniel Gade,R,19955
Virginia,Virginia Beach city,Daniel Gade,R,103037
Virginia,Waynesboro city,Mark Warner,D,5275
Virginia,Williamsburg city,Daniel Gade,R,2020
Virginia,Winchester city,Daniel Gade,R,5076
West Virginia,Barbour County,Paula Jean Swearengin,D,1331
West Virginia,Berkeley County,Paula Jean Swearengin,D,15197
West Virginia,Boone County,Paula Jean Swearengin,D,2016
West Virginia,Braxton County,Paula Jean Swearengin,D,1395
West Virginia,Brooke County,Paula Jean Swearengin,D,2699
West Virginia,Cabell County,Paula Jean Swearengin,D,12979
West Virginia,Calhoun County,Paula Jean Swearengin,D,537
West Virginia,Clay County,Paula Jean Swearengin,D,575
West Virginia,Doddridge County,Paula Jean Swearengin,D,415
West Virginia,Fayette County,Paula Jean Swearengin,D,4938
West Virginia,Gilmer County,Paula Jean Swearengin,D,586
West Virginia,Grant County,Paula Jean Swearengin,D,534
West Virginia,Greenbrier County,Paula Jean Swearengin,D,4299
West Virginia,Hampshire County,Paula Jean Swearengin,D,1764
West Virginia,Hancock County,Paula Jean Swearengin,D,3484
West Virginia,Hardy County,Paula Jean Swearengin,D,1196
West Virginia,Harrison County,Paula Jean Swearengin,D,7807
West Virginia,Jackson County,Paula Jean Swearengin,D,2754
West Virginia,Jefferson County,Paula Jean Swearengin,D,11033
West Virginia,Kanawha County,Paula Jean Swearengin,D,28565
West Virginia,Lewis County,Paula Jean Swearengin,D,1431
West Virginia,Lincoln County,Paula Jean Swearengin,D,1663
West Virginia,Logan County,Paula Jean Swearengin,D,2266
West Virginia,McDowell County,Paula Jean Swearengin,D,1363
West Virginia,Marion County,Paula Jean Swearengin,D,7626
West Virginia,Marshall County,Paula Jean Swearengin,D,2913
West Virginia,Mason County,Paula Jean Swearengin,D,2333
West Virginia,Mercer County,Paula Jean Swearengin,D,5269
West Virginia,Mineral County,Paula Jean Swearengin,D,2308
West Virginia,Mingo County,Paula Jean Swearengin,D,1525
West Virginia,Monongalia County,Paula Jean Swearengin,D,17863
West Virginia,Monroe County,Paula Jean Swearengin,D,1305
West Virginia,Morgan County,Paula Jean Swearengin,D,1797
West Virginia,Nicholas County,Paula Jean Swearengin,D,2214
West Virginia,Ohio County,Paula Jean Swearengin,D,5905
West Virginia,Pendleton County,Paula Jean Swearengin,D,677
West Virginia,Pleasants County,Paula Jean Swearengin,D,634
West Virginia,Pocahontas County,Paula Jean Swearengin,D,1034
West Virginia,Preston County,Paula Jean Swearengin,D,2664
West Virginia,Putnam County,Paula Jean Swearengin,D,6784
West Virginia,Raleigh County,Paula Jean Swearengin,D,8201
West Virginia,Randolph County,Paula Jean Swearengin,D,2868
West Virginia,Ritchie County,Paula Jean Swearengin,D,569
West Virginia,Roane County,Paula Jean Swearengin,D,1302
West Virginia,Summers County,Paula Jean Swearengin,D,1467
West Virginia,Taylor County,Paula Jean Swearengin,D,1582
West Virginia,Tucker County,Paula Jean Swearengin,D,854
West Virginia,Tyler County,Paula Jean Swearengin,D,612
West Virginia,Upshur County,Paula Jean Swearengin,D,1953
West Virginia,Wayne County,Paula Jean Swearengin,D,3895
West Virginia,Webster County,Paula Jean Swearengin,D,613
West Virginia,Wetzel County,Paula Jean Swearengin,D,1441
West Virginia,Wirt County,Paula Jean Swearengin,D,426
West Virginia,Wood County,Paula Jean Swearengin,D,9359
West Virginia,Wyoming County,Paula Jean Swearengin,D,1489
Wyoming,Albany County,Merav Ben-David,D,9038
Wyoming,Big Horn County,Merav Ben-David,D,756
Wyoming,Campbell County,Merav Ben-David,D,1938
Wyoming,Carbon County,Merav Ben-David,D,1441
Wyoming,Converse County,Merav Ben-David,D,1028
Wyoming,Crook County,Merav Ben-David,D,372
Wyoming,Fremont County,Merav Ben-David,D,5385
Wyoming,Goshen County,Merav Ben-David,D,1206
Wyoming,Hot Springs County,Merav Ben-David,D,527
Wyoming,Johnson County,Merav Ben-David,D,905
Wyoming,Laramie County,Merav Ben-David,D,15153
Wyoming,Lincoln County,Merav Ben-David,D,1460
Wyoming,Natrona County,Merav Ben-David,D,9210
Wyoming,Niobrara County,Merav Ben-David,D,156
Wyoming,Park County,Merav Ben-David,D,3117
Wyoming,Platte County,Merav Ben-David,D,898
Wyoming,Sheridan County,Merav Ben-David,D,3778
Wyoming,Sublette County,Merav Ben-David,D,835
Wyoming,Sweetwater County,Merav Ben-David,D,3877
Wyoming,Teton County,Cynthia Lummis,R,5370
Wyoming,Uinta County,Merav Ben-David,D,1597
Wyoming,Washakie County,Merav Ben-David,D,659
Wyoming,Weston County,Merav Ben-David,D,400
Alabama,Cherokee County,Doug Jones,D,2112
Alabama,Chilton County,Doug Jones,D,3499
Alabama,Choctaw County,Doug Jones,D,3225
Alabama,Clarke County,Doug Jones,D,6017
Alabama,Clay County,Doug Jones,D,1441
Alabama,Cleburne County,Doug Jones,D,843
Alabama,Coffee County,Doug Jones,D,5753
Alabama,Colbert County,Doug Jones,D,9408
Alabama,Conecuh County,Doug Jones,D,3098
Alabama,Coosa County,Doug Jones,D,1899
Alabama,Autauga County,Doug Jones,D,8277
Alabama,Covington County,Doug Jones,D,3214
Alabama,Crenshaw County,Doug Jones,D,1910
Alabama,Cullman County,Doug Jones,D,5693
Alabama,Dale County,Doug Jones,D,5955
Alabama,Dallas County,Tommy Tuberville,R,5298
Alabama,DeKalb County,Doug Jones,D,5253
Alabama,Elmore County,Doug Jones,D,11399
Alabama,Escambia County,Doug Jones,D,5400
Alabama,Etowah County,Doug Jones,D,13145
Alabama,Fayette County,Doug Jones,D,1651
Alabama,Baldwin County,Doug Jones,D,28925
Alabama,Franklin County,Doug Jones,D,2605
Alabama,Geneva County,Doug Jones,D,2122
Alabama,Greene County,Tommy Tuberville,R,816
Alabama,Hale County,Tommy Tuberville,R,3090
Alabama,Henry County,Doug Jones,D,2872
Alabama,Houston County,Doug Jones,D,14494
Alabama,Jackson County,Doug Jones,D,4587
Alabama,Jefferson County,Tommy Tuberville,R,134314
Alabama,Lamar County,Doug Jones,D,1071
Alabama,Lauderdale County,Doug Jones,D,13874
Alabama,Barbour County,Doug Jones,D,5021
Alabama,Lawrence County,Doug Jones,D,4211
Alabama,Lee County,Doug Jones,D,29986
Alabama,Limestone County,Doug Jones,D,15584
Alabama,Lowndes County,Tommy Tuberville,R,1766
Alabama,Macon County,Tommy Tuberville,R,1481
Alabama,Madison County,Doug Jones,D,94458
Alabama,Marengo County,Tommy Tuberville,R,5166
Alabama,Marion County,Doug Jones,D,1847
Alabama,Marshall County,Doug Jones,D,7336
Alabama,Mobile County,Doug Jones,D,86034
Alabama,Bibb County,Doug Jones,D,2244
Alabama,Monroe County,Doug Jones,D,4719
Alabama,Montgomery County,Tommy Tuberville,R,32221
Alabama,Morgan County,Doug Jones,D,15108
Alabama,Perry County,Tommy Tuberville,R,1274
Alabama,Pickens County,Doug Jones,D,4193
