state,county,candidate,Party,votes,won
North Carolina,Davie County,Dan Forest,R,17104,True
North Carolina,Davie County,Roy Cooper,D,7904,False
North Carolina,Duplin County,Dan Forest,R,13295,True
North Carolina,Duplin County,Roy Cooper,D,9164,False
North Carolina,Durham County,Roy Cooper,D,147110,True
North Carolina,Durham County,Dan Forest,R,29989,False
North Carolina,Edgecombe County,Roy Cooper,D,16786,True
North Carolina,Edgecombe County,Dan Forest,R,8487,False
North Carolina,Forsyth County,Roy Cooper,D,118663,True
North Carolina,Forsyth County,Dan Forest,R,78475,False
North Carolina,Franklin County,Dan Forest,R,19400,True
North Carolina,Franklin County,Roy Cooper,D,17427,False
North Carolina,Gaston County,Dan Forest,R,69158,True
North Carolina,Gaston County,Roy Cooper,D,44074,False
North Carolina,Gates County,Dan Forest,R,3163,True
North Carolina,Gates County,Roy Cooper,D,2679,False
North Carolina,Graham County,Dan Forest,R,3489,True
North Carolina,Graham County,Roy Cooper,D,1104,False
North Carolina,Granville County,Roy Cooper,D,15756,True
North Carolina,Granville County,Dan Forest,R,15411,False
North Carolina,Greene County,Dan Forest,R,4678,True
North Carolina,Greene County,Roy Cooper,D,3991,False
North Carolina,Guilford County,Roy Cooper,D,180160,True
North Carolina,Guilford County,Dan Forest,R,97973,False
North Carolina,Halifax County,Roy Cooper,D,16098,True
North Carolina,Halifax County,Dan Forest,R,9403,False
North Carolina,Harnett County,Dan Forest,R,33049,True
North Carolina,Harnett County,Roy Cooper,D,23987,False
North Carolina,Haywood County,Dan Forest,R,21185,True
North Carolina,Haywood County,Roy Cooper,D,14779,False
North Carolina,Henderson County,Dan Forest,R,38028,True
North Carolina,Henderson County,Roy Cooper,D,29144,False
North Carolina,Hertford County,Roy Cooper,D,7212,True
North Carolina,Hertford County,Dan Forest,R,3282,False
North Carolina,Hoke County,Roy Cooper,D,12597,True
North Carolina,Hoke County,Dan Forest,R,8475,False
North Carolina,Hyde County,Dan Forest,R,1351,True
North Carolina,Hyde County,Roy Cooper,D,1111,False
North Carolina,Iredell County,Dan Forest,R,63962,True
North Carolina,Iredell County,Roy Cooper,D,36375,False
North Carolina,Jackson County,Dan Forest,R,10519,True
North Carolina,Jackson County,Roy Cooper,D,10406,False
North Carolina,Johnston County,Dan Forest,R,64310,True
North Carolina,Johnston County,Roy Cooper,D,45165,False
North Carolina,Jones County,Dan Forest,R,3128,True
North Carolina,Jones County,Roy Cooper,D,2333,False
North Carolina,Lee County,Dan Forest,R,14937,True
North Carolina,Lee County,Roy Cooper,D,13522,False
North Carolina,Lenoir County,Roy Cooper,D,14208,True
North Carolina,Lenoir County,Dan Forest,R,13906,False
North Carolina,Lincoln County,Dan Forest,R,34711,True
North Carolina,Lincoln County,Roy Cooper,D,14730,False
North Carolina,McDowell County,Dan Forest,R,15761,True
North Carolina,McDowell County,Roy Cooper,D,6851,False
North Carolina,Macon County,Dan Forest,R,13333,True
North Carolina,Macon County,Roy Cooper,D,7062,False
North Carolina,Madison County,Dan Forest,R,7352,True
North Carolina,Madison County,Roy Cooper,D,5489,False
North Carolina,Martin County,Roy Cooper,D,6277,True
North Carolina,Martin County,Dan Forest,R,6154,False
North Carolina,Mecklenburg County,Roy Cooper,D,382726,True
North Carolina,Mecklenburg County,Dan Forest,R,171123,False
North Carolina,Mitchell County,Dan Forest,R,6827,True
North Carolina,Mitchell County,Roy Cooper,D,2090,False
North Carolina,Montgomery County,Dan Forest,R,7622,True
North Carolina,Montgomery County,Roy Cooper,D,5069,False
North Carolina,Moore County,Dan Forest,R,34311,True
North Carolina,Moore County,Roy Cooper,D,22974,False
North Carolina,Nash County,Roy Cooper,D,27692,True
North Carolina,Nash County,Dan Forest,R,24062,False
North Carolina,New Hanover County,Roy Cooper,D,69554,True
North Carolina,New Hanover County,Dan Forest,R,59305,False
North Carolina,Northampton County,Roy Cooper,D,6313,True
North Carolina,Northampton County,Dan Forest,R,3689,False
North Carolina,Onslow County,Dan Forest,R,43838,True
North Carolina,Onslow County,Roy Cooper,D,25653,False
North Carolina,Orange County,Roy Cooper,D,65042,True
North Carolina,Orange County,Dan Forest,R,18810,False
North Carolina,Pamlico County,Dan Forest,R,4672,True
North Carolina,Pamlico County,Roy Cooper,D,2881,False
North Carolina,Pasquotank County,Roy Cooper,D,10061,True
North Carolina,Pasquotank County,Dan Forest,R,9449,False
North Carolina,Pender County,Dan Forest,R,20854,True
North Carolina,Pender County,Roy Cooper,D,12599,False
North Carolina,Perquimans County,Dan Forest,R,4756,True
North Carolina,Perquimans County,Roy Cooper,D,2637,False
North Carolina,Person County,Dan Forest,R,12296,True
North Carolina,Person County,Roy Cooper,D,9301,False
North Carolina,Pitt County,Roy Cooper,D,48995,True
North Carolina,Pitt County,Dan Forest,R,37210,False
North Carolina,Polk County,Dan Forest,R,7280,True
North Carolina,Polk County,Roy Cooper,D,4863,False
North Carolina,Randolph County,Dan Forest,R,53176,True
North Carolina,Randolph County,Roy Cooper,D,18929,False
North Carolina,Richmond County,Dan Forest,R,10740,True
North Carolina,Richmond County,Roy Cooper,D,9622,False
North Carolina,Robeson County,Dan Forest,R,23888,True
North Carolina,Robeson County,Roy Cooper,D,22281,False
North Carolina,Rockingham County,Dan Forest,R,28891,True
North Carolina,Rockingham County,Roy Cooper,D,18197,False
North Carolina,Rowan County,Dan Forest,R,46676,True
North Carolina,Rowan County,Roy Cooper,D,25473,False
North Carolina,Rutherford County,Dan Forest,R,23437,True
North Carolina,Rutherford County,Roy Cooper,D,10469,False
North Carolina,Sampson County,Dan Forest,R,16404,True
North Carolina,Sampson County,Roy Cooper,D,11890,False
North Carolina,Scotland County,Roy Cooper,D,7671,True
North Carolina,Scotland County,Dan Forest,R,6821,False
North Carolina,Stanly County,Dan Forest,R,24022,True
North Carolina,Stanly County,Roy Cooper,D,9413,False
North Carolina,Stokes County,Dan Forest,R,18849,True
North Carolina,Stokes County,Roy Cooper,D,6567,False
North Carolina,Surry County,Dan Forest,R,25366,True
North Carolina,Surry County,Roy Cooper,D,10872,False
North Carolina,Swain County,Dan Forest,R,3847,True
North Carolina,Swain County,Roy Cooper,D,3043,False
North Carolina,Transylvania County,Dan Forest,R,10800,True
North Carolina,Transylvania County,Roy Cooper,D,9226,False
North Carolina,Tyrrell County,Dan Forest,R,975,True
North Carolina,Tyrrell County,Roy Cooper,D,811,False
North Carolina,Union County,Dan Forest,R,77305,True
North Carolina,Union County,Roy Cooper,D,51306,False
North Carolina,Vance County,Roy Cooper,D,13160,True
North Carolina,Vance County,Dan Forest,R,7608,False
North Carolina,Wake County,Roy Cooper,D,410386,True
North Carolina,Wake County,Dan Forest,R,209183,False
North Carolina,Warren County,Roy Cooper,D,6716,True
North Carolina,Warren County,Dan Forest,R,3497,False
North Carolina,Washington County,Roy Cooper,D,3531,True
North Carolina,Washington County,Dan Forest,R,2623,False
North Carolina,Watauga County,Roy Cooper,D,17642,True
North Carolina,Watauga County,Dan Forest,R,13790,False
North Carolina,Wayne County,Dan Forest,R,29056,True
North Carolina,Wayne County,Roy Cooper,D,25589,False
North Carolina,Wilkes County,Dan Forest,R,25469,True
North Carolina,Wilkes County,Roy Cooper,D,9537,False
North Carolina,Wilson County,Roy Cooper,D,22014,True
North Carolina,Wilson County,Dan Forest,R,18305,False
North Carolina,Yadkin County,Dan Forest,R,14910,True
North Carolina,Yadkin County,Roy Cooper,D,4777,False
North Carolina,Yancey County,Dan Forest,R,7105,True
North Carolina,Yancey County,Roy Cooper,D,4147,False
North Dakota,Adams County,Doug Burgum,R,1000,True
North Dakota,Adams County,Shelley Lenz,D,163,False
North Dakota,Barnes County,Doug Burgum,R,3775,True
North Dakota,Barnes County,Shelley Lenz,D,1366,False
North Dakota,Benson County,Doug Burgum,R,1098,True
North Dakota,Benson County,Shelley Lenz,D,708,False
North Dakota,Billings County,Doug Burgum,R,442,True
North Dakota,Billings County,Shelley Lenz,D,57,False
North Dakota,Bottineau County,Doug Burgum,R,2653,True
North Dakota,Bottineau County,Shelley Lenz,D,588,False
North Dakota,Bowman County,Doug Burgum,R,1254,True
North Dakota,Bowman County,Shelley Lenz,D,171,False
North Dakota,Burke County,Doug Burgum,R,860,True
North Dakota,Burke County,Shelley Lenz,D,129,False
North Dakota,Burleigh County,Doug Burgum,R,31067,True
North Dakota,Burleigh County,Shelley Lenz,D,12064,False
North Dakota,Cass County,Doug Burgum,R,50649,True
North Dakota,Cass County,Shelley Lenz,D,31055,False
North Dakota,Cavalier County,Doug Burgum,R,1551,True
North Dakota,Cavalier County,Shelley Lenz,D,343,False
North Dakota,Dickey County,Doug Burgum,R,1791,True
North Dakota,Dickey County,Shelley Lenz,D,479,False
North Dakota,Divide County,Doug Burgum,R,918,True
North Dakota,Divide County,Shelley Lenz,D,200,False
North Dakota,Dunn County,Doug Burgum,R,1711,True
North Dakota,Dunn County,Shelley Lenz,D,280,False
North Dakota,Eddy County,Doug Burgum,R,847,True
North Dakota,Eddy County,Shelley Lenz,D,307,False
North Dakota,Emmons County,Doug Burgum,R,1375,True
North Dakota,Emmons County,Shelley Lenz,D,225,False
North Dakota,Foster County,Doug Burgum,R,1317,True
North Dakota,Foster County,Shelley Lenz,D,290,False
North Dakota,Golden Valley County,Doug Burgum,R,792,True
North Dakota,Golden Valley County,Shelley Lenz,D,105,False
North Dakota,Grand Forks County,Doug Burgum,R,19150,True
North Dakota,Grand Forks County,Shelley Lenz,D,10006,False
North Dakota,Grant County,Doug Burgum,R,964,True
North Dakota,Grant County,Shelley Lenz,D,171,False
North Dakota,Griggs County,Doug Burgum,R,924,True
North Dakota,Griggs County,Shelley Lenz,D,247,False
North Dakota,Hettinger County,Doug Burgum,R,923,True
North Dakota,Hettinger County,Shelley Lenz,D,153,False
North Dakota,Kidder County,Doug Burgum,R,928,True
North Dakota,Kidder County,Shelley Lenz,D,215,False
North Dakota,LaMoure County,Doug Burgum,R,1666,True
North Dakota,LaMoure County,Shelley Lenz,D,391,False
North Dakota,Logan County,Doug Burgum,R,739,True
North Dakota,Logan County,Shelley Lenz,D,109,False
North Dakota,McHenry County,Doug Burgum,R,2211,True
North Dakota,McHenry County,Shelley Lenz,D,447,False
North Dakota,McIntosh County,Doug Burgum,R,1109,True
North Dakota,McIntosh County,Shelley Lenz,D,201,False
North Dakota,McKenzie County,Doug Burgum,R,4305,True
North Dakota,McKenzie County,Shelley Lenz,D,659,False
North Dakota,McLean County,Doug Burgum,R,3466,True
North Dakota,McLean County,Shelley Lenz,D,1094,False
North Dakota,Mercer County,Doug Burgum,R,3352,True
North Dakota,Mercer County,Shelley Lenz,D,591,False
North Dakota,Morton County,Doug Burgum,R,10254,True
North Dakota,Morton County,Shelley Lenz,D,3341,False
North Dakota,Mountrail County,Doug Burgum,R,2691,True
North Dakota,Mountrail County,Shelley Lenz,D,1072,False
North Dakota,Nelson County,Doug Burgum,R,1192,True
North Dakota,Nelson County,Shelley Lenz,D,504,False
North Dakota,Oliver County,Doug Burgum,R,741,True
North Dakota,Oliver County,Shelley Lenz,D,123,False
North Dakota,Pembina County,Doug Burgum,R,2451,True
North Dakota,Pembina County,Shelley Lenz,D,625,False
North Dakota,Pierce County,Doug Burgum,R,1522,True
North Dakota,Pierce County,Shelley Lenz,D,373,False
North Dakota,Ramsey County,Doug Burgum,R,3761,True
North Dakota,Ramsey County,Shelley Lenz,D,1239,False
North Dakota,Ransom County,Doug Burgum,R,1603,True
North Dakota,Ransom County,Shelley Lenz,D,693,False
North Dakota,Renville County,Doug Burgum,R,1064,True
North Dakota,Renville County,Shelley Lenz,D,168,False
North Dakota,Richland County,Doug Burgum,R,5458,True
North Dakota,Richland County,Shelley Lenz,D,1963,False
North Dakota,Rolette County,Shelley Lenz,D,2151,True
North Dakota,Rolette County,Doug Burgum,R,1496,False
North Dakota,Sargent County,Doug Burgum,R,1414,True
North Dakota,Sargent County,Shelley Lenz,D,571,False
North Dakota,Sheridan County,Doug Burgum,R,516,True
North Dakota,Sheridan County,Shelley Lenz,D,101,False
North Dakota,Sioux County,Shelley Lenz,D,667,True
North Dakota,Sioux County,Doug Burgum,R,340,False
North Dakota,Slope County,Doug Burgum,R,329,True
North Dakota,Slope County,Shelley Lenz,D,40,False
North Dakota,Stark County,Doug Burgum,R,10499,True
North Dakota,Stark County,Shelley Lenz,D,1977,False
North Dakota,Steele County,Doug Burgum,R,714,True
North Dakota,Steele County,Shelley Lenz,D,333,False
North Dakota,Stutsman County,Doug Burgum,R,7071,True
North Dakota,Stutsman County,Shelley Lenz,D,1992,False
North Dakota,Towner County,Doug Burgum,R,861,True
North Dakota,Towner County,Shelley Lenz,D,234,False
North Dakota,Traill County,Doug Burgum,R,2755,True
North Dakota,Traill County,Shelley Lenz,D,1201,False
North Dakota,Walsh County,Doug Burgum,R,3461,True
North Dakota,Walsh County,Shelley Lenz,D,975,False
North Dakota,Ward County,Doug Burgum,R,20295,True
North Dakota,Ward County,Shelley Lenz,D,5587,False
North Dakota,Wells County,Doug Burgum,R,1606,True
North Dakota,Wells County,Shelley Lenz,D,356,False
North Dakota,Williams County,Doug Burgum,R,10548,True
North Dakota,Williams County,Shelley Lenz,D,1689,False
Utah,Beaver County,Spencer Cox,R,2468,True
Utah,Beaver County,Chris Peterson,D,291,False
Utah,Box Elder County,Spencer Cox,R,20642,True
Utah,Box Elder County,Chris Peterson,D,3507,False
Utah,Cache County,Spencer Cox,R,39952,True
Utah,Cache County,Chris Peterson,D,12943,False
Utah,Carbon County,Spencer Cox,R,6506,True
Utah,Carbon County,Chris Peterson,D,2091,False
Utah,Daggett County,Spencer Cox,R,469,True
Utah,Daggett County,Chris Peterson,D,91,False
Utah,Davis County,Spencer Cox,R,115501,True
Utah,Davis County,Chris Peterson,D,41101,False
Utah,Duchesne County,Spencer Cox,R,6096,True
Utah,Duchesne County,Chris Peterson,D,739,False
Utah,Emery County,Spencer Cox,R,3918,True
Utah,Emery County,Chris Peterson,D,489,False
Utah,Garfield County,Spencer Cox,R,2123,True
Utah,Garfield County,Chris Peterson,D,428,False
Utah,Grand County,Chris Peterson,D,2499,True
Utah,Grand County,Spencer Cox,R,2303,False
Utah,Iron County,Spencer Cox,R,17650,True
Utah,Iron County,Chris Peterson,D,3854,False
Utah,Juab County,Spencer Cox,R,4606,True
Utah,Juab County,Chris Peterson,D,470,False
Utah,Kane County,Spencer Cox,R,2802,True
Utah,Kane County,Chris Peterson,D,918,False
Utah,Millard County,Spencer Cox,R,4528,True
Utah,Millard County,Chris Peterson,D,519,False
Utah,Morgan County,Spencer Cox,R,5190,True
Utah,Morgan County,Chris Peterson,D,770,False
Utah,Piute County,Spencer Cox,R,672,True
Utah,Piute County,Chris Peterson,D,65,False
Utah,Rich County,Spencer Cox,R,1081,True
Utah,Rich County,Chris Peterson,D,158,False
Utah,Salt Lake County,Spencer Cox,R,266177,True
Utah,Salt Lake County,Chris Peterson,D,238249,False
Utah,San Juan County,Spencer Cox,R,3477,True
Utah,San Juan County,Chris Peterson,D,2642,False
Utah,Sanpete County,Spencer Cox,R,10326,True
Utah,Sanpete County,Chris Peterson,D,1012,False
Utah,Sevier County,Spencer Cox,R,8364,True
Utah,Sevier County,Chris Peterson,D,882,False
Utah,Summit County,Chris Peterson,D,13066,True
Utah,Summit County,Spencer Cox,R,11290,False
Utah,Tooele County,Spencer Cox,R,21293,True
Utah,Tooele County,Chris Peterson,D,7058,False
Utah,Uintah County,Spencer Cox,R,10290,True
Utah,Uintah County,Chris Peterson,D,1482,False
Utah,Utah County,Spencer Cox,R,208514,True
Utah,Utah County,Chris Peterson,D,52524,False
Utah,Wasatch County,Spencer Cox,R,11472,True
Utah,Wasatch County,Chris Peterson,D,4911,False
Utah,Washington County,Spencer Cox,R,61125,True
Utah,Washington County,Chris Peterson,D,16698,False
Utah,Wayne County,Spencer Cox,R,1115,True
Utah,Wayne County,Chris Peterson,D,321,False
Utah,Weber County,Spencer Cox,R,68804,True
Utah,Weber County,Chris Peterson,D,32976,False
Vermont,Jamaica,Phil Scott,R,342,True
Vermont,Jamaica,David Zuckerman,D,211,False
Vermont,Jay,Phil Scott,R,207,True
Vermont,Jay,David Zuckerman,D,60,False
Vermont,Jericho,Phil Scott,R,2663,True
Vermont,Jericho,David Zuckerman,D,903,False
Vermont,Johnson,Phil Scott,R,1066,True
Vermont,Johnson,David Zuckerman,D,451,False
Vermont,Kirby,Phil Scott,R,241,True
Vermont,Kirby,David Zuckerman,D,77,False
Vermont,Landgrove,Phil Scott,R,99,True
Vermont,Landgrove,David Zuckerman,D,36,False
Vermont,Leicester,Phil Scott,R,402,True
Vermont,Leicester,David Zuckerman,D,104,False
Vermont,Lemington,Phil Scott,R,39,True
Vermont,Lemington,David Zuckerman,D,9,False
Vermont,Lincoln,Phil Scott,R,573,True
Vermont,Lincoln,David Zuckerman,D,350,False
Vermont,Londonderry,Phil Scott,R,752,True
Vermont,Londonderry,David Zuckerman,D,313,False
Vermont,Barnet,Phil Scott,R,769,True
Vermont,Barnet,David Zuckerman,D,254,False
Vermont,Lowell,Phil Scott,R,330,True
Vermont,Lowell,David Zuckerman,D,102,False
Vermont,Ludlow,Phil Scott,R,865,True
Vermont,Ludlow,David Zuckerman,D,296,False
Vermont,Lunenburg,Phil Scott,R,451,True
Vermont,Lunenburg,David Zuckerman,D,110,False
Vermont,Lyndon,Phil Scott,R,1865,True
Vermont,Lyndon,David Zuckerman,D,422,False
Vermont,Maidstone,Phil Scott,R,121,True
Vermont,Maidstone,David Zuckerman,D,12,False
Vermont,Manchester,Phil Scott,R,1809,True
Vermont,Manchester,David Zuckerman,D,787,False
Vermont,Marlboro,David Zuckerman,D,368,True
Vermont,Marlboro,Phil Scott,R,255,False
Vermont,Marshfield,Phil Scott,R,641,True
Vermont,Marshfield,David Zuckerman,D,287,False
Vermont,Mendon,Phil Scott,R,577,True
Vermont,Mendon,David Zuckerman,D,176,False
Vermont,Middlebury,Phil Scott,R,2545,True
Vermont,Middlebury,David Zuckerman,D,1625,False
Vermont,Barre,Phil Scott,R,2799,True
Vermont,Barre,David Zuckerman,D,829,False
Vermont,Middlesex,Phil Scott,R,819,True
Vermont,Middlesex,David Zuckerman,D,397,False
Vermont,Middletown Springs,Phil Scott,R,367,True
Vermont,Middletown Springs,David Zuckerman,D,160,False
Vermont,Milton,Phil Scott,R,4877,True
Vermont,Milton,David Zuckerman,D,1010,False
Vermont,Monkton,Phil Scott,R,1010,True
Vermont,Monkton,David Zuckerman,D,358,False
Vermont,Montgomery,Phil Scott,R,457,True
Vermont,Montgomery,David Zuckerman,D,244,False
Vermont,Montpelier,Phil Scott,R,2724,True
Vermont,Montpelier,David Zuckerman,D,2264,False
Vermont,Moretown,Phil Scott,R,831,True
Vermont,Moretown,David Zuckerman,D,338,False
Vermont,Morgan,Phil Scott,R,335,True
Vermont,Morgan,David Zuckerman,D,41,False
Vermont,Morristown,Phil Scott,R,2265,True
Vermont,Morristown,David Zuckerman,D,790,False
Vermont,Mount Holly,Phil Scott,R,584,True
Vermont,Mount Holly,David Zuckerman,D,206,False
Vermont,Barre Town,Phil Scott,R,3997,True
Vermont,Barre Town,David Zuckerman,D,590,False
Vermont,Mount Tabor,Phil Scott,R,83,True
Vermont,Mount Tabor,David Zuckerman,D,21,False
Vermont,Newark,Phil Scott,R,259,True
Vermont,Newark,David Zuckerman,D,55,False
Vermont,Newbury,Phil Scott,R,891,True
Vermont,Newbury,David Zuckerman,D,249,False
Vermont,Newfane,Phil Scott,R,581,True
Vermont,Newfane,David Zuckerman,D,471,False
Vermont,New Haven,Phil Scott,R,901,True
Vermont,New Haven,David Zuckerman,D,232,False
Vermont,Newport,Phil Scott,R,1309,True
Vermont,Newport,David Zuckerman,D,379,False
Vermont,Newport Town,Phil Scott,R,611,True
Vermont,Newport Town,David Zuckerman,D,118,False
Vermont,Northfield,Phil Scott,R,1891,True
Vermont,Northfield,David Zuckerman,D,474,False
Vermont,North Hero,Phil Scott,R,556,True
Vermont,North Hero,David Zuckerman,D,135,False
Vermont,Norton,Phil Scott,R,83,True
Vermont,Norton,David Zuckerman,D,18,False
Vermont,Barton,Phil Scott,R,931,True
Vermont,Barton,David Zuckerman,D,257,False
Vermont,Norwich,Phil Scott,R,1307,True
Vermont,Norwich,David Zuckerman,D,1143,False
Vermont,Orange,Phil Scott,R,499,True
Vermont,Orange,David Zuckerman,D,74,False
Vermont,Orwell,Phil Scott,R,593,True
Vermont,Orwell,David Zuckerman,D,111,False
Vermont,Panton,Phil Scott,R,307,True
Vermont,Panton,David Zuckerman,D,96,False
Vermont,Pawlet,Phil Scott,R,571,True
Vermont,Pawlet,David Zuckerman,D,270,False
Vermont,Peacham,Phil Scott,R,365,True
Vermont,Peacham,David Zuckerman,D,131,False
Vermont,Peru,Phil Scott,R,168,True
Vermont,Peru,David Zuckerman,D,116,False
Vermont,Pittsfield,Phil Scott,R,223,True
Vermont,Pittsfield,David Zuckerman,D,94,False
Vermont,Pittsford,Phil Scott,R,1304,True
Vermont,Pittsford,David Zuckerman,D,297,False
Vermont,Plainfield,Phil Scott,R,443,True
Vermont,Plainfield,David Zuckerman,D,341,False
Vermont,Belvidere,Phil Scott,R,139,True
Vermont,Belvidere,David Zuckerman,D,28,False
Vermont,Plymouth,Phil Scott,R,271,True
Vermont,Plymouth,David Zuckerman,D,88,False
Vermont,Pomfret,Phil Scott,R,469,True
Vermont,Pomfret,David Zuckerman,D,188,False
Vermont,Poultney,Phil Scott,R,1181,True
Vermont,Poultney,David Zuckerman,D,360,False
Vermont,Pownal,Phil Scott,R,999,True
Vermont,Pownal,David Zuckerman,D,457,False
Vermont,Proctor,Phil Scott,R,732,True
Vermont,Proctor,David Zuckerman,D,178,False
Vermont,Putney,David Zuckerman,D,805,True
Vermont,Putney,Phil Scott,R,592,False
Vermont,Randolph,Phil Scott,R,1866,True
Vermont,Randolph,David Zuckerman,D,628,False
Vermont,Reading,Phil Scott,R,308,True
Vermont,Reading,David Zuckerman,D,123,False
Vermont,Readsboro,Phil Scott,R,249,True
Vermont,Readsboro,David Zuckerman,D,123,False
Vermont,Richford,Phil Scott,R,674,True
Vermont,Richford,David Zuckerman,D,172,False
Vermont,Bennington,Phil Scott,R,3785,True
Vermont,Bennington,David Zuckerman,D,2157,False
Vermont,Richmond,Phil Scott,R,1979,True
Vermont,Richmond,David Zuckerman,D,895,False
Vermont,Ripton,Phil Scott,R,189,True
Vermont,Ripton,David Zuckerman,D,165,False
Vermont,Rochester,Phil Scott,R,457,True
Vermont,Rochester,David Zuckerman,D,239,False
Vermont,Rockingham,Phil Scott,R,1510,True
Vermont,Rockingham,David Zuckerman,D,805,False
Vermont,Roxbury,Phil Scott,R,308,True
Vermont,Roxbury,David Zuckerman,D,107,False
Vermont,Royalton,Phil Scott,R,1016,True
Vermont,Royalton,David Zuckerman,D,371,False
Vermont,Rupert,Phil Scott,R,266,True
Vermont,Rupert,David Zuckerman,D,136,False
Vermont,Rutland,Phil Scott,R,5668,True
Vermont,Rutland,David Zuckerman,D,1778,False
Vermont,Rutland Town,Phil Scott,R,1970,True
Vermont,Rutland Town,David Zuckerman,D,407,False
Vermont,Ryegate,Phil Scott,R,492,True
Vermont,Ryegate,David Zuckerman,D,109,False
Vermont,Benson,Phil Scott,R,414,True
Vermont,Benson,David Zuckerman,D,99,False
Vermont,St. Albans,Phil Scott,R,2144,True
Vermont,St. Albans,David Zuckerman,D,713,False
Vermont,St. Albans Town,Phil Scott,R,3028,True
Vermont,St. Albans Town,David Zuckerman,D,579,False
Vermont,St. George,Phil Scott,R,322,True
Vermont,St. George,David Zuckerman,D,112,False
Vermont,St. Johnsbury,Phil Scott,R,2312,True
Vermont,St. Johnsbury,David Zuckerman,D,837,False
Vermont,Salisbury,Phil Scott,R,502,True
Vermont,Salisbury,David Zuckerman,D,158,False
Vermont,Sandgate,Phil Scott,R,136,True
Vermont,Sandgate,David Zuckerman,D,84,False
Vermont,Searsburg,Phil Scott,R,47,True
Vermont,Searsburg,David Zuckerman,D,14,False
Vermont,Shaftsbury,Phil Scott,R,1336,True
Vermont,Shaftsbury,David Zuckerman,D,648,False
Vermont,Sharon,Phil Scott,R,589,True
Vermont,Sharon,David Zuckerman,D,272,False
Vermont,Sheffield,Phil Scott,R,256,True
Vermont,Sheffield,David Zuckerman,D,82,False
Vermont,Berkshire,Phil Scott,R,549,True
Vermont,Berkshire,David Zuckerman,D,107,False
Vermont,Shelburne,Phil Scott,R,3802,True
Vermont,Shelburne,David Zuckerman,D,1482,False
Vermont,Sheldon,Phil Scott,R,819,True
Vermont,Sheldon,David Zuckerman,D,113,False
Vermont,Killington,Phil Scott,R,578,True
Vermont,Killington,David Zuckerman,D,217,False
Vermont,Shoreham,Phil Scott,R,527,True
Vermont,Shoreham,David Zuckerman,D,185,False
Vermont,Shrewsbury,Phil Scott,R,464,True
Vermont,Shrewsbury,David Zuckerman,D,181,False
Vermont,South Burlington,Phil Scott,R,8480,True
Vermont,South Burlington,David Zuckerman,D,3775,False
Vermont,South Hero,Phil Scott,R,1015,True
Vermont,South Hero,David Zuckerman,D,264,False
Vermont,Springfield,Phil Scott,R,3032,True
Vermont,Springfield,David Zuckerman,D,1082,False
Vermont,Stamford,Phil Scott,R,329,True
Vermont,Stamford,David Zuckerman,D,102,False
Vermont,Stannard,Phil Scott,R,70,True
Vermont,Stannard,David Zuckerman,D,39,False
Vermont,Berlin,Phil Scott,R,1176,True
Vermont,Berlin,David Zuckerman,D,316,False
Vermont,Starksboro,Phil Scott,R,698,True
Vermont,Starksboro,David Zuckerman,D,289,False
Vermont,Stockbridge,Phil Scott,R,340,True
Vermont,Stockbridge,David Zuckerman,D,120,False
Vermont,Stowe,Phil Scott,R,2454,True
Vermont,Stowe,David Zuckerman,D,875,False
Vermont,Strafford,Phil Scott,R,444,True
Vermont,Strafford,David Zuckerman,D,331,False
Vermont,Stratton,Phil Scott,R,135,True
Vermont,Stratton,David Zuckerman,D,54,False
Vermont,Sudbury,Phil Scott,R,279,True
Vermont,Sudbury,David Zuckerman,D,99,False
Vermont,Sunderland,Phil Scott,R,423,True
Vermont,Sunderland,David Zuckerman,D,159,False
Vermont,Sutton,Phil Scott,R,392,True
Vermont,Sutton,David Zuckerman,D,99,False
Vermont,Swanton,Phil Scott,R,2609,True
Vermont,Swanton,David Zuckerman,D,426,False
Vermont,Thetford,Phil Scott,R,1155,True
Vermont,Thetford,David Zuckerman,D,683,False
Vermont,Bethel,Phil Scott,R,772,True
Vermont,Bethel,David Zuckerman,D,316,False
Vermont,Addison,Phil Scott,R,680,True
Vermont,Addison,David Zuckerman,D,145,False
Vermont,Tinmouth,Phil Scott,R,242,True
Vermont,Tinmouth,David Zuckerman,D,81,False
Vermont,Topsham,Phil Scott,R,494,True
Vermont,Topsham,David Zuckerman,D,105,False
Vermont,Townshend,Phil Scott,R,417,True
Vermont,Townshend,David Zuckerman,D,284,False
Vermont,Troy,Phil Scott,R,574,True
Vermont,Troy,David Zuckerman,D,144,False
Vermont,Tunbridge,Phil Scott,R,606,True
Vermont,Tunbridge,David Zuckerman,D,225,False
Vermont,Underhill,Phil Scott,R,1538,True
Vermont,Underhill,David Zuckerman,D,643,False
Vermont,Vergennes,Phil Scott,R,1034,True
Vermont,Vergennes,David Zuckerman,D,420,False
Vermont,Vernon,Phil Scott,R,890,True
Vermont,Vernon,David Zuckerman,D,277,False
Vermont,Vershire,Phil Scott,R,249,True
Vermont,Vershire,David Zuckerman,D,155,False
Vermont,Victory,Phil Scott,R,47,True
Vermont,Victory,David Zuckerman,D,5,False
Vermont,Bloomfield,Phil Scott,R,92,True
Vermont,Bloomfield,David Zuckerman,D,29,False
Vermont,Waitsfield,Phil Scott,R,816,True
Vermont,Waitsfield,David Zuckerman,D,388,False
Vermont,Walden,Phil Scott,R,395,True
